id,name,text_snippet,supertype,subtype,logic_category,battle_styles,immediate_parent,evolution_root,effect_triggers,hp,retreat_cost
sv4pt5-119,Starmie,"[Ability: Mysterious Comet] Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. If you placed any damage counters in this way, discard this Pokemon and all attached cards.",Pokemon,Stage 1,complex,None,Staryu,Staryu,"damage, discard, attach",90,1
sv10-86,Steven's Carbink,"[Ability: Stone Palace] As long as this Pokemon is on your Bench, all of your Steven's Pokemon take 30 less damage from attacks from your opponent's Pokemon (after applying Weakness and Resistance). The effect of Stone Palace doesn't stack.",Pokemon,Basic,complex,None,None,Steven's Carbink,"damage, reduce",80,2
sv10-145,Steven's Metagross ex,"[Ability: X-Boot] Once during your turn, you may search your deck for a Basic Psychic Energy card, a Basic Metal Energy card, or 1 of each and attach them to your Psychic Pokemon and Metal Pokemon in any way you like. Then, shuffle your deck.",Pokemon,"Stage 2, ex",complex,ex,Steven's Metang,Steven's Beldum,search,340,3
sv1-121,Stonjourner,[Ability: Exoskeleton] This Pokemon takes 20 less damage from attacks (after applying Weakness and Resistance).,Pokemon,Basic,complex,None,None,Stonjourner,"damage, reduce",130,2
sv3-112,Stunfisk,"[Ability: Custom Trap] If this Pokemon is in the Active Spot, has a Pokemon Tool attached, and is damaged by an attack from your opponent's Pokemon (even if this Pokemon is Knocked Out), put 5 damage counters on the Attacking Pokemon. | [Attack: Rumble] During your opponent's next turn, the Defending Pokemon can't retreat.",Pokemon,Basic,complex,None,None,Stunfisk,"damage, switch, lock, knockout",120,3
rsv10pt5-2,Swadloon,"[Ability: Healing Leaves] Once during your turn, you may heal 20 damage from your Active Pokemon.",Pokemon,Stage 1,complex,None,Sewaddle,Sewaddle,"heal, damage",80,2
rsv10pt5-88,Swadloon,"[Ability: Healing Leaves] Once during your turn, you may heal 20 damage from your Active Pokemon.",Pokemon,Stage 1,complex,None,Sewaddle,Sewaddle,"heal, damage",80,2
sv6-89,Swirlix,"[Ability: Festival Lead] If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon. | [Attack: Sneaky Placement] Put 2 damage counters on 1 of your opponent's Pokemon.",Pokemon,Basic,complex,None,None,Swirlix,"damage, knockout, copy",50,1
sv8pt5-40,Sylveon,[Ability: Safeguard] Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon ex.,Pokemon,Stage 1,complex,None,Eevee,Eevee,"damage, prevent",120,1
sv6-2,Tangrowth,[Ability: Thicket Body] This Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance). | [Attack: Loom Over] This attack does 10 less damage for each damage counter on this Pokemon.,Pokemon,Stage 1,complex,None,Tangela,Tangela,"damage, reduce",150,4
svp-118,Tatsugiri,"[Ability: Attract Customers] Once during your turn, if this Pokemon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck.",Pokemon,Basic,complex,None,None,Tatsugiri,"search, draw",70,1
sv6-131,Tatsugiri,"[Ability: Attract Customers] Once during your turn, if this Pokemon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck.",Pokemon,Basic,complex,None,None,Tatsugiri,"search, draw",70,1
sv6-186,Tatsugiri,"[Ability: Attract Customers] Once during your turn, if this Pokemon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck.",Pokemon,Basic,complex,None,None,Tatsugiri,"search, draw",70,1
sv6-25,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's). | [Rule] Tera: As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv6-190,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's). | [Rule] Tera: As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv6-211,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's). | [Rule] Tera: As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv6-221,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's). | [Rule] Tera: As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv8pt5-12,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv8pt5-145,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv8pt5-177,Teal Mask Ogerpon ex,"[Ability: Teal Dance] Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card. | [Attack: Myriad Leaf Shower] This attack does 30 more damage for each Energy attached to both Active Pokemon. | [Rule] As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).",Pokemon,"Basic, Tera, ex",complex,ex,None,Teal Mask Ogerpon ex,"draw, damage, attach, prevent, boost",210,1
sv10-74,Team Rocket's Ampharos,"[Ability: Darkest Impulse] Whenever your opponent plays a Pokemon from their hand to evolve 1 of their Pokemon, put 4 damage counters on that Pokemon. The effect of Darkest Impulse doesn't stack.",Pokemon,Stage 2,complex,None,Team Rocket's Flaaffy,Team Rocket's Mareep,"damage, evolve",140,2
sv10-113,Team Rocket's Arbok,"[Ability: Potent Glare] As long as this Pokemon is in the Active Spot, your opponent can't play any Pokemon that has an Ability from their hand, except for Team Rocket's Pokemon. | [Attack: Spinning Tail] This attack does 30 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)",Pokemon,Stage 1,complex,None,Team Rocket's Ekans,Team Rocket's Ekans,"damage, prevent, lock",130,2
sv10-51,Team Rocket's Articuno,"[Ability: Repelling Veil] Prevent all effects of attacks used by your opponent's Pokemon done to your Basic Team Rocket's Pokemon. (Existing effects are not removed. Damage is not an effect.) | [Attack: Dark Frost] If this Pokemon has any Team Rocket's Energy attached, this attack does 60 more damage.",Pokemon,Basic,complex,None,None,Team Rocket's Articuno,"heal, damage, prevent, copy, boost",120,1
sv10-122,Team Rocket's Crobat ex,"[Ability: Biting Spree] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may choose 2 of your opponent's Pokemon and put 2 damage counters on each of them. | [Attack: Assassin's Return] You may put this Pokemon into your hand. (Discard all cards attached to this Pokemon.)",Pokemon,"Stage 2, ex",complex,ex,Team Rocket's Golbat,Team Rocket's Zubat,"draw, damage, discard, evolve",310,1
sv10-217,Team Rocket's Crobat ex,"[Ability: Biting Spree] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may choose 2 of your opponent's Pokemon and put 2 damage counters on each of them. | [Attack: Assassin's Return] You may put this Pokemon into your hand. (Discard all cards attached to this Pokemon.)",Pokemon,"Stage 2, ex",complex,ex,Team Rocket's Golbat,Team Rocket's Zubat,"draw, damage, discard, evolve",310,1
sv10-234,Team Rocket's Crobat ex,"[Ability: Biting Spree] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may choose 2 of your opponent's Pokemon and put 2 damage counters on each of them. | [Attack: Assassin's Return] You may put this Pokemon into your hand. (Discard all cards attached to this Pokemon.)",Pokemon,"Stage 2, ex",complex,ex,Team Rocket's Golbat,Team Rocket's Zubat,"draw, damage, discard, evolve",310,1
sv10-242,Team Rocket's Crobat ex,"[Ability: Biting Spree] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may choose 2 of your opponent's Pokemon and put 2 damage counters on each of them. | [Attack: Assassin's Return] You may put this Pokemon into your hand. (Discard all cards attached to this Pokemon.)",Pokemon,"Stage 2, ex",complex,ex,Team Rocket's Golbat,Team Rocket's Zubat,"draw, damage, discard, evolve",310,1
sv10-121,Team Rocket's Golbat,"[Ability: Sneaky Bite] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. | [Attack: Confuse Ray] Your opponent's Active Pokemon is now Confused.",Pokemon,Stage 1,complex,None,Team Rocket's Zubat,Team Rocket's Zubat,"damage, evolve, status",80,1
sv10-125,Team Rocket's Koffing,"[Ability: Smog Signals] If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon (even if this Pokemon is Knocked Out), search your deck for up to 2 Pokemon that have 'Koffing' in their name and put them onto your Bench. Then, shuffle your deck.",Pokemon,Basic,complex,None,None,Team Rocket's Koffing,"search, damage, knockout",70,1
sv10-81,Team Rocket's Mewtwo ex,[Ability: Power Saver] This Pokemon can't attack unless you have 4 or more Team Rocket's Pokemon in play. | [Attack: Erasure Ball] You may discard up to 2 Energy from your Benched Pokemon. This attack does 60 more damage for each card you discarded in this way.,Pokemon,"Basic, ex",complex,ex,None,Team Rocket's Mewtwo ex,"damage, discard, prevent, lock, boost",280,3
sv10-213,Team Rocket's Mewtwo ex,[Ability: Power Saver] This Pokemon can't attack unless you have 4 or more Team Rocket's Pokemon in play. | [Attack: Erasure Ball] You may discard up to 2 Energy from your Benched Pokemon. This attack does 60 more damage for each card you discarded in this way.,Pokemon,"Basic, ex",complex,ex,None,Team Rocket's Mewtwo ex,"damage, discard, prevent, lock, boost",280,3
sv10-231,Team Rocket's Mewtwo ex,[Ability: Power Saver] This Pokemon can't attack unless you have 4 or more Team Rocket's Pokemon in play. | [Attack: Erasure Ball] You may discard up to 2 Energy from your Benched Pokemon. This attack does 60 more damage for each card you discarded in this way.,Pokemon,"Basic, ex",complex,ex,None,Team Rocket's Mewtwo ex,"damage, discard, prevent, lock, boost",280,3
sv10-240,Team Rocket's Mewtwo ex,[Ability: Power Saver] This Pokemon can't attack unless you have 4 or more Team Rocket's Pokemon in play. | [Attack: Erasure Ball] You may discard up to 2 Energy from your Benched Pokemon. This attack does 60 more damage for each card you discarded in this way.,Pokemon,"Basic, ex",complex,ex,None,Team Rocket's Mewtwo ex,"damage, discard, prevent, lock, boost",280,3
sv10-89,Team Rocket's Orbeetle,"[Ability: Rocket Brain] As often as you like during your turn, you may move 1 damage counter from 1 of your Team Rocket's Pokemon to another of your Pokemon. | [Attack: Psychic] This attack does 40 more damage for each Energy attached to your opponent's Active Pokemon.",Pokemon,Stage 2,complex,None,Team Rocket's Dottler,Team Rocket's Blipbug,"damage, boost",130,2
sv10-198,Team Rocket's Orbeetle,"[Ability: Rocket Brain] As often as you like during your turn, you may move 1 damage counter from 1 of your Team Rocket's Pokemon to another of your Pokemon. | [Attack: Psychic] This attack does 40 more damage for each Energy attached to your opponent's Active Pokemon.",Pokemon,Stage 2,complex,None,Team Rocket's Dottler,Team Rocket's Blipbug,"damage, boost",130,2
sv10-155,Team Rocket's Porygon-Z,"[Ability: Reconstitute] You must discard 2 cards from your hand in order to use this Ability. Once during your turn, you may draw a card. | [Attack: R Command] This attack does 20 damage for each Supporter card that has 'Team Rocket' in its name in your discard pile.",Pokemon,Stage 2,complex,None,Team Rocket's Porygon2,Team Rocket's Porygon,"draw, damage, discard, copy",140,1
sv10-20,Team Rocket's Spidops,"[Ability: Charging Up] Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokemon. | [Attack: Rocket Rush] This attack does 30 damage for each of your Team Rocket's Pokemon in play.",Pokemon,Stage 1,complex,None,Team Rocket's Tarountula,Team Rocket's Tarountula,"damage, discard, attach",130,2
sv10-187,Team Rocket's Spidops,"[Ability: Charging Up] Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokemon. | [Attack: Rocket Rush] This attack does 30 damage for each of your Team Rocket's Pokemon in play.",Pokemon,Stage 1,complex,None,Team Rocket's Tarountula,Team Rocket's Tarountula,"damage, discard, attach",130,2
sv10-96,Team Rocket's Tyranitar,"[Ability: Sand Stream] During Pokemon Checkup, if this Pokemon is in the Active Spot, put 2 damage counters on each of your opponent's Basic Pokemon. | [Attack: Demolition Tackle] Discard an Energy from your opponent's Active Pokemon.",Pokemon,Stage 2,complex,None,Team Rocket's Pupitar,Team Rocket's Larvitar,"damage, discard",180,3
sv4-120,Thievul,"[Ability: Rob-'n'-Run] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may have your opponent reveal their hand, and then you choose 2 Energy cards you find there and shuffle them into your opponent's deck.",Pokemon,Stage 1,complex,None,Nickit,Nickit,"search, evolve",110,1
sv3-70,Thundurus,"[Ability: Adverse Weather] As long as this Pokemon is in the Active Spot, prevent all damage done to your Benched Pokemon by attacks from your opponent's Pokemon. | [Attack: Gigantic Bolt] This Pokemon also does 90 damage to itself.",Pokemon,Basic,complex,None,None,Thundurus,"damage, prevent",110,2
sv4pt5-139,Thundurus,"[Ability: Adverse Weather] As long as this Pokemon is in the Active Spot, prevent all damage done to your Benched Pokemon by attacks from your opponent's Pokemon. | [Attack: Gigantic Bolt] This Pokemon also does 90 damage to itself.",Pokemon,Basic,complex,None,None,Thundurus,"damage, prevent",110,2
svp-115,Thwackey,"[Ability: Boom Boom Groove] Once during your turn, if your Active Pokemon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck.",Pokemon,Stage 1,complex,None,Grookey,Grookey,"search, draw",100,2
sv6-15,Thwackey,"[Ability: Boom Boom Groove] Once during your turn, if your Active Pokemon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck.",Pokemon,Stage 1,complex,None,Grookey,Grookey,"search, draw",100,2
sv2-127,Ting-Lu ex,"[Ability: Cursed Land] As long as this Pokemon is in the Active Spot, your opponent's Pokemon in play that have any damage counters on them have no Abilities, except for Pokemon ex. | [Attack: Land Scoop] Put 2 damage counters on 1 of your opponent's Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Ting-Lu ex,damage,240,4
sv2-243,Ting-Lu ex,"[Ability: Cursed Land] As long as this Pokemon is in the Active Spot, your opponent's Pokemon in play that have any damage counters on them have no Abilities, except for Pokemon ex. | [Attack: Land Scoop] Put 2 damage counters on 1 of your opponent's Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Ting-Lu ex,damage,240,4
sv2-263,Ting-Lu ex,"[Ability: Cursed Land] As long as this Pokemon is in the Active Spot, your opponent's Pokemon in play that have any damage counters on them have no Abilities, except for Pokemon ex. | [Attack: Land Scoop] Put 2 damage counters on 1 of your opponent's Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Ting-Lu ex,damage,240,4
sv2-275,Ting-Lu ex,"[Ability: Cursed Land] As long as this Pokemon is in the Active Spot, your opponent's Pokemon in play that have any damage counters on them have no Abilities, except for Pokemon ex. | [Attack: Land Scoop] Put 2 damage counters on 1 of your opponent's Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Ting-Lu ex,damage,240,4
sv4pt5-244,Ting-Lu ex,"[Ability: Cursed Land] As long as this Pokemon is in the Active Spot, your opponent's Pokemon in play that have any damage counters on them have no Abilities, except for Pokemon ex. | [Attack: Land Scoop] Put 2 damage counters on 1 of your opponent's Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Ting-Lu ex,damage,240,4
svp-20,Tinkaton,"[Ability: Gather Materials] You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards. | [Attack: Special Hammer] If this Pokemon has any Special Energy attached, this attack does 90 more damage.",Pokemon,Stage 2,complex,None,Tinkatuff,Tinkatink,"draw, damage, discard, copy, boost",140,2
sv2-105,Tinkaton,"[Ability: Gather Materials] You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards. | [Attack: Special Hammer] If this Pokemon has any Special Energy attached, this attack does 90 more damage.",Pokemon,Stage 2,complex,None,Tinkatuff,Tinkatink,"draw, damage, discard, copy, boost",140,2
sv4pt5-167,Tinkaton,"[Ability: Gather Materials] You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards. | [Attack: Special Hammer] If this Pokemon has any Special Energy attached, this attack does 90 more damage.",Pokemon,Stage 2,complex,None,Tinkatuff,Tinkatink,"draw, damage, discard, copy, boost",140,2
me1-97,Tinkatuff,"[Ability: Haphazard Hammer] Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, you may use this Ability. Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Pokemon,Stage 1,complex,None,Tinkatink,Tinkatink,"discard, evolve, coin_flip",90,2
sv4-17,Toedscruel,[Ability: Slime Mold Colony] Cards in your opponent's discard pile can't be put into their hand by an effect of your opponent's Abilities or Trainer cards. | [Attack: Mushroom Drain] Heal 30 damage from this Pokemon.,Pokemon,Stage 1,complex,None,Toedscool,Toedscool,"draw, heal, damage, discard, prevent, lock",120,2
sv4-185,Toedscruel,[Ability: Slime Mold Colony] Cards in your opponent's discard pile can't be put into their hand by an effect of your opponent's Abilities or Trainer cards. | [Attack: Mushroom Drain] Heal 30 damage from this Pokemon.,Pokemon,Stage 1,complex,None,Toedscool,Toedscool,"draw, heal, damage, discard, prevent, lock",120,2
sv9-89,Toedscruel,"[Ability: Secret Forest Path] As long as this Pokemon is on your Bench, your Active Pokemon's Retreat Cost is ColorlessColorless less.",Pokemon,Stage 1,complex,None,Toedscool,Toedscool,switch,130,2
sv3-22,Toedscruel ex,[Ability: Protective Mycelium] Prevent all effects of attacks used by your opponent's Pokemon done to all of your Pokemon that have Energy attached. (Existing effects are not removed. Damage is not an effect.) | [Attack: Colony Rush] This attack does 40 more damage for each of your Benched Pokemon that has any Grass Energy attached.,Pokemon,"Stage 1, ex",complex,ex,Toedscool,Toedscool,"heal, damage, attach, prevent, copy, boost",270,2
sv4pt5-5,Toedscruel ex,[Ability: Protective Mycelium] Prevent all effects of attacks used by your opponent's Pokemon done to all of your Pokemon that have Energy attached. (Existing effects are not removed. Damage is not an effect.) | [Attack: Colony Rush] This attack does 40 more damage for each of your Benched Pokemon that has any Grass Energy attached.,Pokemon,"Stage 1, ex",complex,ex,Toedscool,Toedscool,"heal, damage, attach, prevent, copy, boost",270,2
sv4pt5-213,Toedscruel ex,[Ability: Protective Mycelium] Prevent all effects of attacks used by your opponent's Pokemon done to all of your Pokemon that have Energy attached. (Existing effects are not removed. Damage is not an effect.) | [Attack: Colony Rush] This attack does 40 more damage for each of your Benched Pokemon that has any Grass Energy attached.,Pokemon,"Stage 1, ex",complex,ex,Toedscool,Toedscool,"heal, damage, attach, prevent, copy, boost",270,2
svp-38,Togekiss,"[Ability: Precious Gift] Once at the end of your turn (after your attack), you may use this Ability. Draw cards until you have 8 cards in your hand. | [Attack: Power Cyclone] Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Pokemon,Stage 2,complex,None,Togetic,Togepi,"draw, copy",150,0
sv3-85,Togekiss,"[Ability: Precious Gift] Once at the end of your turn (after your attack), you may use this Ability. Draw cards until you have 8 cards in your hand. | [Attack: Power Cyclone] Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Pokemon,Stage 2,complex,None,Togetic,Togepi,"draw, copy",150,0
sv8-72,Togekiss,"[Ability: Wonder Kiss] When your opponent's Active Pokemon is Knocked Out, flip a coin. If heads, take 1 more Prize card. The effect of Wonder Kiss doesn't stack.",Pokemon,Stage 2,complex,None,Togetic,Togepi,"coin_flip, prize, knockout",140,1
me2-68,Toxtricity,"[Ability: Sinister Surge] Once during your turn, you may use this Ability. Search your deck for a Basic Darkness Energy card and attach it to 1 of your Benched Darkness Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, place 2 damage counters on that Pokemon.",Pokemon,Stage 1,complex,None,Toxel,Toxel,"search, damage, attach",140,2
me2-103,Toxtricity,"[Ability: Sinister Surge] Once during your turn, you may use this Ability. Search your deck for a Basic Darkness Energy card and attach it to 1 of your Benched Darkness Pokemon. Then, shuffle your deck. If you attached Energy to a Pokemon in this way, place 2 damage counters on that Pokemon.",Pokemon,Stage 1,complex,None,Toxel,Toxel,"search, damage, attach",140,2
sv3-12,Trevenant,"[Ability: Forest Miasma] During Pokemon Checkup, if this Pokemon is in the Active Spot, put 1 damage counter on your opponent's Active Pokemon. | [Attack: Lock Up] During your opponent's next turn, the Defending Pokemon can't retreat.",Pokemon,Stage 1,complex,None,Phantump,Phantump,"damage, switch, lock",140,3
sv5-10,Turtwig,[Ability: Solid Shell] This Pokemon takes 20 less damage from attacks (after applying Weakness and Resistance).,Pokemon,Basic,complex,None,None,Turtwig,"damage, reduce",80,3
sv9-95,Tyranitar,"[Ability: Daunting Gaze] As long as this Pokemon is in the Active Spot, your opponent can't play any Item cards from their hand. | [Attack: Cracking Stomp] Discard the top 2 cards of your opponent's deck.",Pokemon,Stage 2,complex,None,Pupitar,Larvitar,"discard, lock",190,3
sv4-45,Vanilluxe,[Ability: Frigid Room] Your opponent's Pokemon that have 40 HP or less remaining can't attack.,Pokemon,Stage 2,complex,None,Vanillish,Vanillite,lock,150,2
sv4-54,Veluza,"[Ability: Fillet Memento] If this Pokemon is in the Active Spot and is Knocked Out by damage from an attack from your opponent's Pokemon, move up to 2 Water Energy cards from this Pokemon to 1 of your Benched Pokemon. | [Attack: Hydro Pump] This attack does 20 more damage for each Water Energy attached to this Pokemon.",Pokemon,Basic,complex,None,None,Veluza,"damage, knockout, boost",120,2
sv4-192,Veluza,"[Ability: Fillet Memento] If this Pokemon is in the Active Spot and is Knocked Out by damage from an attack from your opponent's Pokemon, move up to 2 Water Energy cards from this Pokemon to 1 of your Benched Pokemon. | [Attack: Hydro Pump] This attack does 20 more damage for each Water Energy attached to this Pokemon.",Pokemon,Basic,complex,None,None,Veluza,"damage, knockout, boost",120,2
sv7-45,Veluza,[Ability: Food Prep] Attacks used by this Pokemon cost Colorless less for each Kofu card in your discard pile. | [Attack: Sonic Edge] This attack's damage isn't affected by any effects on your opponent's Active Pokemon.,Pokemon,Basic,complex,None,None,Veluza,"damage, discard, knockout, copy",130,2
sv3pt5-3,Venusaur ex,"[Ability: Tranquil Flower] Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon. | [Attack: Dangerous Toxwhip] Your opponent's Active Pokemon is now Confused and Poisoned.",Pokemon,"Stage 2, ex",complex,ex,Ivysaur,Bulbasaur,"heal, damage, status",340,4
sv3pt5-182,Venusaur ex,"[Ability: Tranquil Flower] Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon. | [Attack: Dangerous Toxwhip] Your opponent's Active Pokemon is now Confused and Poisoned.",Pokemon,"Stage 2, ex",complex,ex,Ivysaur,Bulbasaur,"heal, damage, status",340,4
sv3pt5-198,Venusaur ex,"[Ability: Tranquil Flower] Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon. | [Attack: Dangerous Toxwhip] Your opponent's Active Pokemon is now Confused and Poisoned.",Pokemon,"Stage 2, ex",complex,ex,Ivysaur,Bulbasaur,"heal, damage, status",340,4
sv7-1,Venusaur ex,"[Ability: Tranquil Flower] Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon. | [Attack: Dangerous Toxwhip] Your opponent's Active Pokemon is now Confused and Poisoned.",Pokemon,"Stage 2, ex",complex,ex,Ivysaur,Bulbasaur,"heal, damage, status",340,4
sv8-21,Victini,[Ability: Victory Cheer] Attacks used by your Evolution Fire Pokemon do 10 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).,Pokemon,Basic,complex,None,None,Victini,"damage, evolve, boost",70,1
sv3pt5-45,Vileplume,"[Ability: Fully Blooming Energy] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 8 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",Pokemon,Stage 2,complex,None,Gloom,Oddish,"search, attach, evolve",140,2
sv4pt5-94,Vileplume,"[Ability: Fully Blooming Energy] When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may look at the top 8 cards of your deck and attach any number of Basic Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards back into your deck.",Pokemon,Stage 2,complex,None,Gloom,Oddish,"search, attach, evolve",140,2
sv9-31,Volcanion ex,"[Ability: Scalding Steam] Once during your turn, if this Pokemon is in the Active Spot, you may make your opponent's Active Pokemon Burned. | [Attack: Scorching Cyclone] Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Volcanion ex,status,220,3
sv9-171,Volcanion ex,"[Ability: Scalding Steam] Once during your turn, if this Pokemon is in the Active Spot, you may make your opponent's Active Pokemon Burned. | [Attack: Scorching Cyclone] Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Volcanion ex,status,220,3
sv9-182,Volcanion ex,"[Ability: Scalding Steam] Once during your turn, if this Pokemon is in the Active Spot, you may make your opponent's Active Pokemon Burned. | [Attack: Scorching Cyclone] Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Pokemon,"Basic, ex",complex,ex,None,Volcanion ex,status,220,3
zsv10pt5-16,Volcarona,"[Ability: Torrid Scales] You must discard a Basic Fire Energy card from your hand in order to use this Ability. Once during your turn, you may make your opponent's Active Pokemon Burned.",Pokemon,Stage 1,complex,None,Larvesta,Larvesta,"discard, status",120,1
